line_no,name,building_type,start_dynasty,start_year,century,province,dimension,term,term_confidence
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑材料,木材,0.85
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑材料,石材,0.7
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑功能,赣派建筑,0.65
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑功能,历史文化载体,0.6
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑功能,民俗展示空间,0.55
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,营造技艺,雕花门窗,0.7
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,营造技艺,天井院落营造,0.75
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,营造技艺,马头墙砌筑,0.65
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑空间布局,依山傍水,0.6
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑空间布局,沿江布局,0.58
466,流坑村古建筑群,民居,五代十国,937,10世纪,江西省,建筑空间布局,村落环山,0.55
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑结构体系,围院结构,0.95
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑结构体系,高墙厚壁,0.93
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑结构体系,敌楼,0.92
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑结构体系,枪眼望孔,0.91
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑材料,生土,0.65
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑材料,砖石,0.6
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑功能,住宅,0.9
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑功能,祠堂,0.89
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑功能,书院,0.88
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑功能,防御城堡,0.87
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,营造技艺,夯土技术,0.6
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,营造技艺,糯米灰浆,0.55
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑空间布局,坐西南朝东北,0.85
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑空间布局,近正方形平面,0.84
467,关西新围、燕翼围,民居,清,1644,17世纪,江西省,建筑空间布局,多进院落,0.75
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑结构体系,木构架,0.85
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑结构体系,抬梁式,0.8
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑材料,青砖,0.88
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑材料,灰瓦,0.86
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑材料,木材,0.9
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑功能,钞关,0.95
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑功能,榷税机构,0.93
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑功能,漕运税收衙署,0.92
469,临清运河钞关,官府,明,1429,15世纪,山东省,营造技艺,传统官式营造,0.82
469,临清运河钞关,官府,明,1429,15世纪,山东省,营造技艺,榫卯结构,0.8
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑空间布局,三进院落,0.9
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑空间布局,围院结构,0.88
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑空间布局,南北穿厅,0.87
469,临清运河钞关,官府,明,1429,15世纪,山东省,建筑空间布局,跨院布局,0.85
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑结构体系,窑洞,0.95
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑结构体系,四合院,0.94
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑结构体系,堡垒式建筑,0.93
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑结构体系,楼房与寨墙结合,0.92
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑材料,黄土,0.65
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑材料,砖石,0.6
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑材料,木材,0.58
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑功能,自给自足综合体,0.92
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑功能,多功能集成,0.9
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑功能,小社会化空间,0.89
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑功能,仓储与生产兼备,0.87
472,康百万庄园,民居,明,1773,18世纪,河南省,营造技艺,砖雕,0.85
472,康百万庄园,民居,明,1773,18世纪,河南省,营造技艺,木雕,0.85
472,康百万庄园,民居,明,1773,18世纪,河南省,营造技艺,石雕,0.85
472,康百万庄园,民居,明,1773,18世纪,河南省,营造技艺,天人合一选址,0.84
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑空间布局,多区并置,0.96
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑空间布局,主宅居中,0.95
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑空间布局,院落组合,0.94
472,康百万庄园,民居,明,1773,18世纪,河南省,建筑空间布局,功能分区明确,0.93
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑结构体系,单拱敞肩,0.98
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑结构体系,坦拱敞肩石桥,0.98
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑结构体系,并列砌筑拱券,0.97
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑结构体系,腰铁加固,0.96
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑材料,红砂岩,0.95
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑功能,跨河桥梁,0.85
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑功能,交通通道,0.84
476,小商桥,桥梁,隋,584,6世纪,河南省,营造技艺,并列砌筑法,0.97
476,小商桥,桥梁,隋,584,6世纪,河南省,营造技艺,腰铁连接,0.96
476,小商桥,桥梁,隋,584,6世纪,河南省,营造技艺,咬铁连接,0.95
476,小商桥,桥梁,隋,584,6世纪,河南省,营造技艺,石刻装饰,0.93
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑空间布局,南北走向,0.93
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑空间布局,单主拱双小拱,0.92
476,小商桥,桥梁,隋,584,6世纪,河南省,建筑空间布局,对称敞肩布局,0.91
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑结构体系,木构架,0.88
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑结构体系,抬梁式,0.85
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑材料,青砖,0.9
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑材料,灰瓦,0.89
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑材料,木材,0.91
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑功能,官署,0.95
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑功能,行政中心,0.93
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑功能,知府衙门,0.95
477,南阳知府衙门,官府,元,1271,13世纪,河南省,营造技艺,重修,0.85
477,南阳知府衙门,官府,元,1271,13世纪,河南省,营造技艺,扩修,0.83
477,南阳知府衙门,官府,元,1271,13世纪,河南省,营造技艺,捐俸修葺,0.82
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑空间布局,规制完备,0.9
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑空间布局,中轴对称,0.88
477,南阳知府衙门,官府,元,1271,13世纪,河南省,建筑空间布局,院落式布局,0.87
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑结构体系,抬梁式,0.92
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑结构体系,穿斗式,0.9
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑结构体系,四合院式,0.95
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑材料,青花瓷片,0.85
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑材料,木材,0.88
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑材料,砖石,0.82
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑功能,宗祠,0.93
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑功能,宅院,0.91
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑功能,祭祀空间,0.9
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,营造技艺,木雕,0.92
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,营造技艺,浮雕,0.9
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,营造技艺,楹联装饰,0.88
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑空间布局,中轴对称,0.95
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑空间布局,三进四厢,0.94
492,大水井古建筑群,民居,明,1846,19世纪,湖北省,建筑空间布局,三路三进,0.93
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑结构体系,仿木结构,0.95
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑结构体系,四柱三楼牌坊式,0.95
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑结构体系,壁座壁身壁顶三段式,0.93
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑材料,绿泥片岩,0.98
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑材料,汉白玉,0.98
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑材料,绿矾,0.96
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑功能,照壁,0.92
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑功能,王府前导空间,0.9
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,营造技艺,浮雕,0.94
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,营造技艺,龙纹雕刻,0.94
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,营造技艺,须弥座束腰雕饰,0.92
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,营造技艺,云纹海水纹装饰,0.91
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑空间布局,坐南朝北,0.9
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑空间布局,三段式横向布局,0.9
494,襄阳王府绿影壁,宫殿,明,1438,15世纪,湖北省,建筑空间布局,中段突出,0.88
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑结构体系,干枝式结构,0.95
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑结构体系,天井单元,0.93
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑结构体系,屋连屋结构,0.9
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑材料,砖石,0.6
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑材料,木材,0.58
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑功能,排水系统,0.85
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑功能,采光通风,0.85
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑功能,防火设施,0.85
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑功能,烟火堂,0.83
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,营造技艺,天井院落营造,0.82
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,营造技艺,干枝式布局施工,0.8
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,营造技艺,巷道贯通工艺,0.78
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑空间布局,干枝式布局,0.95
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑空间布局,天井院落,0.94
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑空间布局,巷道连通,0.92
499,张谷英村古建筑群,民居,明,1371,14世纪,湖南省,建筑空间布局,庭院一体,0.9
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑结构体系,鼓楼,0.95
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑结构体系,风雨桥,0.95
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑结构体系,门楼,0.95
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑材料,木材,0.6
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑材料,生土,0.55
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑功能,集会,0.7
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑功能,交通,0.65
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑功能,祭祀,0.7
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,营造技艺,榫卯结构,0.6
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,营造技艺,干栏式营造,0.55
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑空间布局,吊脚楼群,0.85
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑空间布局,鼓楼中心布局,0.8
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑空间布局,古驿道串联,0.75
500,芋头侗寨古建筑群,民居,明,1368,14世纪,湖南省,建筑空间布局,萨岁台分布,0.7
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑结构体系,砖木结构,0.85
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑结构体系,硬山顶,0.8
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑材料,青砖,0.9
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑材料,木材,0.85
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑材料,灰塑,0.75
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑功能,民居建筑群,0.75
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑功能,珠三角风格,0.75
503,东华里古建筑群,民居,清,1736,18世纪,广东省,营造技艺,维修改造,0.55
503,东华里古建筑群,民居,清,1736,18世纪,广东省,营造技艺,清代营造,0.55
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑空间布局,主路布局,0.8
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑空间布局,集中式院落,0.8
503,东华里古建筑群,民居,清,1736,18世纪,广东省,建筑空间布局,规整街巷,0.8
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑结构体系,敌台,0.95
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑结构体系,炮台,0.94
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑结构体系,城门,0.93
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑结构体系,兵房,0.92
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑结构体系,濠堑,0.91
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑材料,砖石,0.93
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑材料,条石,0.92
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑材料,黄土碎石,0.91
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑材料,三合土,0.9
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑材料,铭文砖,0.89
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑功能,防御,0.9
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑功能,防洪,0.89
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑功能,军事驻守,0.88
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑功能,城防体系,0.87
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,营造技艺,露龈造砌,0.88
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,营造技艺,三合土包边,0.87
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,营造技艺,串楼建造,0.86
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,营造技艺,仿古青砖墁道,0.85
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑空间布局,长方形城制,0.96
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑空间布局,四门格局,0.95
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑空间布局,月城,0.94
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑空间布局,角楼,0.93
507,肇庆古城墙,官府,宋,1053,11世纪,广东省,建筑空间布局,依山傍水布局,0.92
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑结构体系,双层木桥,0.95
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑结构体系,二台一墩,0.94
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑结构体系,两孔三亭,0.93
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑结构体系,歇山顶,0.92
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑材料,木材,0.75
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑材料,石料,0.7
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑功能,人畜分道,0.98
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑功能,侗族立交桥,0.96
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑功能,双层功能分工,0.95
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,营造技艺,侗族建桥技艺,0.85
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,营造技艺,传统木构营造,0.83
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑空间布局,三座桥楼,0.92
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑空间布局,双层廊道,0.91
510,岜团桥,桥梁,清,1896,19世纪,广西壮族自治区,建筑空间布局,歇山顶布局,0.9
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑结构体系,干栏式,0.95
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑结构体系,吊脚楼,0.93
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑结构体系,木结构,0.92
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑材料,木材,0.9
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑材料,青瓦,0.85
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,居住,0.95
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,畜养,0.94
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,公共活动,0.93
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,储粮,0.92
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑功能,消防,0.9
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,营造技艺,传统木作,0.6
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,营造技艺,榫卯结构,0.55
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,依山而建,0.95
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,背山面水,0.94
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,阶梯式布局,0.92
532,郎德上寨古建筑群,民居,明,1368,14世纪,贵州省,建筑空间布局,路网密集,0.9
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑结构体系,瓮城防御体系,0.95
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑结构体系,一字形城墙,0.93
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑结构体系,内外城结构,0.94
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑结构体系,关隘体系,0.92
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑材料,石构,0.85
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑材料,石砌拱券,0.84
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑材料,土城墙,0.82
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑功能,军事防御,0.97
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑功能,土司城址,0.96
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑功能,山城,0.95
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑功能,军事大本营,0.94
533,海龙屯,官府,宋,1257,13世纪,贵州省,营造技艺,因山为城,0.9
533,海龙屯,官府,宋,1257,13世纪,贵州省,营造技艺,阶梯式坡道,0.88
533,海龙屯,官府,宋,1257,13世纪,贵州省,营造技艺,九五之尊布局,0.87
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑空间布局,三路格局,0.96
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑空间布局,台阶式布局,0.95
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑空间布局,前低后高,0.94
533,海龙屯,官府,宋,1257,13世纪,贵州省,建筑空间布局,衙署区,0.93
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑结构体系,悬臂梁结构,0.95
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑结构体系,木梁桥,0.85
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑材料,木材,0.6
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑功能,廊桥,0.85
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑功能,休憩设施,0.75
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,营造技艺,悬臂梁承托,0.9
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,营造技艺,木构架技艺,0.8
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑空间布局,三阁楼布局,0.95
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑空间布局,廊道连接,0.9
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑空间布局,攒尖顶中阁,0.85
534,地坪风雨桥,桥梁,清,1882,19世纪,贵州省,建筑空间布局,歇山顶端阁,0.85
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑结构体系,土木砖石结构,0.95
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑结构体系,大出厦,0.93
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑结构体系,宽走廊,0.92
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑材料,土,0.9
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑材料,木,0.9
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑材料,砖,0.9
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑材料,石,0.9
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑功能,民居,0.96
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑功能,聚居,0.92
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑功能,居住,0.9
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,营造技艺,门楼装饰,0.85
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,营造技艺,堂屋门窗装饰,0.85
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,营造技艺,外观装饰,0.83
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑空间布局,三坊一照壁,0.95
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑空间布局,四合五天井,0.95
536,喜洲白族古建筑群,民居,明,1368,14世纪,云南省,建筑空间布局,三方一照壁,0.93
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑结构体系,碉楼,0.95
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑结构体系,土石结构,0.95
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑结构体系,多重围墙,0.93
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑材料,生土,0.97
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑材料,石块,0.97
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑材料,石板,0.95
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑材料,木材,0.92
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑功能,经堂,0.96
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑功能,神殿,0.96
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑功能,库房,0.95
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑功能,作坊,0.94
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑功能,防御设施,0.93
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,营造技艺,夯土墙,0.92
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,营造技艺,木石台阶,0.91
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,营造技艺,收分墙体,0.9
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑空间布局,围院结构,0.94
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑空间布局,主附楼布局,0.93
539,朗色林庄园,民居,明,1368,14世纪,西藏自治区,建筑空间布局,护城壕,0.92
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑结构体系,抬梁式木构架,0.9
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑结构体系,穿斗式混合结构,0.85
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑材料,青砖,0.93
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑材料,木材,0.95
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑材料,灰瓦,0.92
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑功能,品官府邸,0.95
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑功能,民俗博物馆,0.95
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑功能,民居集大成者,0.95
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,营造技艺,榫卯结构,0.94
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,营造技艺,雕花装饰,0.9
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,营造技艺,影壁营造,0.88
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑空间布局,三进院落,0.98
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑空间布局,围院结构,0.98
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑空间布局,多院组合,0.98
563,胡氏古民居建筑,民居,明,1522,16世纪,甘肃省,建筑空间布局,正院侧院,0.98
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑结构体系,重檐歇山顶,0.95
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑结构体系,金柱承重,0.94
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑结构体系,穿插梁,0.93
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑结构体系,跨空枋,0.92
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑结构体系,砖石城台,0.95
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑材料,砖石,0.85
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑材料,灰筒瓦,0.84
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑材料,绿琉璃,0.83
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑功能,箭孔,0.9
585,德胜门箭楼,官府,明,1371,14世纪,北京市,建筑功能,军事防御,0.89
